Geo Point;Geo Shape;gml_id;GID;GEOM_O;IDENT;NUMERO;GROUPE;NUMORDRE;LIBELLE;VEHICULE;SOURCE;TYPE;ACTIF;VOIRIE;INSEE;CDATE;MDATE
44.859833, -0.725913;"{""coordinates"": [-0.725913, 44.859833], ""type"": ""Point""}";SV_ARRET_P.2423;2423;0;B_DAR71_A;5330;B_DAR71;1;Darwin;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33449;2007-07-05T02:00:00+02:00;2007-07-05T02:00:00+02:00
44.849125, -0.544138;"{""coordinates"": [-0.544138, 44.849125], ""type"": ""Point""}";SV_ARRET_P.2600;2600;0;B_GAL28_A;5734;B_GAL28;1;Galin;BUS;SAEIV_BUS;CLASSIQUE;1;CHAUSSEE_ACCESS;33063;2010-02-22T01:00:00+01:00;2010-02-22T01:00:00+01:00
44.982572, -0.537433;"{""coordinates"": [-0.537433, 44.982572], ""type"": ""Point""}";SV_ARRET_P.567;567;0;B_GER91_R;914;B_GER91;2;Gereyme;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33434;2000-10-20T02:00:00+02:00;2000-10-20T02:00:00+02:00
44.911109, -0.619426;"{""coordinates"": [-0.619426, 44.911109], ""type"": ""Point""}";SV_ARRET_P.2034;2034;0;B_LYC58_A;3420;B_LYC58;1;Lycée du Bâtiment;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33056;2000-09-01T02:00:00+02:00;2005-09-12T02:00:00+02:00
44.833307, -0.611227;"{""coordinates"": [-0.611227, 44.833307], ""type"": ""Point""}";SV_ARRET_P.3207;3207;0;B_ESA42_A;8471;B_ESA42;1;Eglise Saint-Augustin;BUS;SIG_KEOLIS;CLASSIQUE;0;CHAUSSEE;33063;2018-12-10T01:00:00+01:00;2018-12-10T01:00:00+01:00
44.833761, -0.588347;"{""coordinates"": [-0.588347, 44.833761], ""type"": ""Point""}";SV_ARRET_P.2085;2085;0;B_BIB10_R;3583;B_BIB10;2;Hôtel de Police;BUS;SAEIV_BUS;CLASSIQUE;1;CHAUSSEE_ACCESS;33063;2005-08-29T02:00:00+02:00;2020-11-28T01:00:00+01:00
44.923049, -0.483912;"{""coordinates"": [-0.483912, 44.923049], ""type"": ""Point""}";SV_ARRET_P.1366;1366;0;B_CLP94_R;2256;B_CLP94;2;Clos du Prieuré;BUS;SAEIV_BUS;CLASSIQUE;0;HS_INTEGRAL;33003;2000-10-20T02:00:00+02:00;2000-10-20T02:00:00+02:00
44.817749, -0.527876;"{""coordinates"": [-0.527876, 44.817749], ""type"": ""Point""}";SV_ARRET_P.1320;1320;0;B_BOULI8;2185;B_BOULI8;1;Bouliac Centre Commercial (Gabarre);BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33167;2010-02-22T01:00:00+01:00;2010-02-22T01:00:00+01:00
44.798108, -0.551958;"{""coordinates"": [-0.551958, 44.798108], ""type"": ""Point""}";SV_ARRET_P.1915;1915;0;B_DO323_A;3194;B_DO323;1;Gare de Bègles;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE_ACCESS;33039;2015-03-16T01:00:00+01:00;2014-10-24T02:00:00+02:00
44.881199, -0.628677;"{""coordinates"": [-0.628677, 44.881199], ""type"": ""Point""}";SV_ARRET_P.1077;1077;0;B_TGA56_A;1769;B_TGA56;1;Tour de Gassies;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE_ACCESS;33075;1999-09-02T02:00:00+02:00;1999-09-02T02:00:00+02:00
44.81525, -0.7099;"{""coordinates"": [-0.7099, 44.81525], ""type"": ""Point""}";SV_ARRET_P.2499;2499;0;B_BA106_A;5526;B_BA106;1;BA 106;BUS;SAEIV_BUS;CLASSIQUE;0;HS_INTEGRAL;33281;2008-09-01T02:00:00+02:00;2008-09-01T02:00:00+02:00
44.876402, -0.548206;"{""coordinates"": [-0.548206, 44.876402], ""type"": ""Point""}";SV_ARRET_P.2312;2312;0;B_BRA01_A;4429;B_BRA01;1;Blanqui;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33063;2010-02-22T01:00:00+01:00;2004-07-03T02:00:00+02:00
44.782693, -0.688084;"{""coordinates"": [-0.688084, 44.782693], ""type"": ""Point""}";SV_ARRET_P.1602;1602;0;B_POU46_R;2734;B_POU46;2;Poudrière;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE_ACCESS;33318;1999-08-30T02:00:00+02:00;1999-08-30T02:00:00+02:00
44.945871, -0.595577;"{""coordinates"": [-0.595577, 44.945871], ""type"": ""Point""}";SV_ARRET_P.1128;1128;0;B_RVE58_R;1845;B_RVE58;2;Rue de la Vieille Eglise;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33312;2000-09-27T02:00:00+02:00;2006-01-26T01:00:00+01:00
44.885505, -0.674787;"{""coordinates"": [-0.674787, 44.885505], ""type"": ""Point""}";SV_ARRET_P.3186;3186;0;B_SAB83_A;8261;B_SAB83;1;La Sablière;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33200;2018-09-03T02:00:00+02:00;2018-09-03T02:00:00+02:00
44.93582, -0.512157;"{""coordinates"": [-0.512157, 44.93582], ""type"": ""Point""}";SV_ARRET_P.109;109;0;B_JOU94_R;192;B_JOU94;2;Jourdane;BUS;SIG_KEOLIS;CLASSIQUE;0;CHAUSSEE;33003;2000-10-20T02:00:00+02:00;2000-10-20T02:00:00+02:00
44.849843, -0.644097;"{""coordinates"": [-0.644097, 44.849843], ""type"": ""Point""}";SV_ARRET_P.213;213;0;B_PCI36_A;368;B_PCI36;1;Plein Ciel;BUS;SAEIV_BUS;CLASSIQUE;1;CHAUSSEE;33281;1999-10-14T02:00:00+02:00;1999-10-14T02:00:00+02:00
44.784247, -0.608294;"{""coordinates"": [-0.608294, 44.784247], ""type"": ""Point""}";SV_ARRET_P.2287;2287;0;B_MES43_R;4106;B_MES43;2;Mésanges;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33192;2004-07-03T02:00:00+02:00;2004-07-03T02:00:00+02:00
44.834459, -0.578324;"{""coordinates"": [-0.578324, 44.834459], ""type"": ""Point""}";SV_ARRET_P.3242;3242;0;B_REPT83;8661;B_REPT83;1;République;BUS;SIG_KEOLIS;DELESTAGE;0;CHAUSSEE;33063;2019-09-23T02:00:00+02:00;2019-09-23T02:00:00+02:00
44.913126, -0.488632;"{""coordinates"": [-0.488632, 44.913126], ""type"": ""Point""}";SV_ARRET_P.2483;2483;0;B_CAR94_A;5507;B_CAR94;1;Carbouney;BUS;SIG_KEOLIS;CLASSIQUE;0;CHAUSSEE;33096;2008-05-31T02:00:00+02:00;2008-05-31T02:00:00+02:00
44.854364, -0.499769;"{""coordinates"": [-0.499769, 44.854364], ""type"": ""Point""}";SV_ARRET_P.946;946;0;B_VIR63_R;1549;B_VIR63;2;Virecourt;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33013;2000-04-25T02:00:00+02:00;2000-04-25T02:00:00+02:00
44.852261, -0.59902;"{""coordinates"": [-0.59902, 44.852261], ""type"": ""Point""}";SV_ARRET_P.1002;1002;0;B_PBO54_R;1652;B_PBO54;2;Parc Bordelais;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33063;1999-08-11T02:00:00+02:00;1999-08-11T02:00:00+02:00
44.836114, -0.587659;"{""coordinates"": [-0.587659, 44.836114], ""type"": ""Point""}";SV_ARRET_P.2319;2319;0;B_PRE10_R;4575;B_PRE10;2;Patinoire;BUS;SIG_KEOLIS;CLASSIQUE;0;CHAUSSEE;33063;2004-11-23T01:00:00+01:00;2005-10-06T02:00:00+02:00
44.815416, -0.690892;"{""coordinates"": [-0.690892, 44.815416], ""type"": ""Point""}";SV_ARRET_P.870;870;0;B_BRU75_R;1409;B_BRU75;2;Clos des Bruyères;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE_ACCESS;33281;2000-06-05T02:00:00+02:00;2012-04-14T02:00:00+02:00
44.869553, -0.605503;"{""coordinates"": [-0.605503, 44.869553], ""type"": ""Point""}";SV_ARRET_P.252;252;0;B_LES56_R;418;B_LES56;2;Glen Ellyn;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE_ACCESS;33069;2019-12-16T01:00:00+01:00;2019-12-16T01:00:00+01:00
44.812173, -0.637664;"{""coordinates"": [-0.637664, 44.812173], ""type"": ""Point""}";SV_ARRET_P.1600;1600;0;B_NOE48_A;2732;B_NOE48;1;Collège Noès;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE_ACCESS;33318;1999-09-01T02:00:00+02:00;2001-05-14T02:00:00+02:00
44.946798, -0.511379;"{""coordinates"": [-0.511379, 44.946798], ""type"": ""Point""}";SV_ARRET_P.1036;1036;0;B_BEA93_R;1701;B_BEA93;2;Beaujet;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33003;2000-10-20T02:00:00+02:00;2004-02-09T01:00:00+01:00
44.861988, -0.531924;"{""coordinates"": [-0.531924, 44.861988], ""type"": ""Point""}";SV_ARRET_P.2263;2263;0;B_CUR62_R;4036;B_CUR62;2;Curie;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33119;2004-07-03T02:00:00+02:00;2004-07-03T02:00:00+02:00
44.821523, -0.665557;"{""coordinates"": [-0.665557, 44.821523], ""type"": ""Point""}";SV_ARRET_P.2405;2405;0;B_LUC81_A;5300;B_LUC81;1;Domaine de Lucatet;BUS;SIG_KEOLIS;CLASSIQUE;0;CHAUSSEE;33281;2007-07-05T02:00:00+02:00;2007-07-05T02:00:00+02:00
44.841654, -0.746484;"{""coordinates"": [-0.746484, 44.841654], ""type"": ""Point""}";SV_ARRET_P.3203;3203;0;B_CTR88_R;8451;B_CTR88;2;Centre Aliénor;BUS;SAEIV_BUS;CLASSIQUE;0;HS_ACCES;33281;2026-05-17T02:00:00+02:00;2026-05-17T02:15:37+02:00
44.828961, -0.6874;"{""coordinates"": [-0.6874, 44.828961], ""type"": ""Point""}";SV_ARRET_P.3234;3234;0;B_RGA39_A;8645;B_RGA39;1;Roland Garros;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE_ACCESS;33281;2019-11-04T01:00:00+01:00;2019-11-04T01:00:00+01:00
44.795499, -0.592359;"{""coordinates"": [-0.592359, 44.795499], ""type"": ""Point""}";SV_ARRET_P.2174;2174;0;B_LYH21_R;3881;B_LYH21;2;Lycée Hôtelier;BUS;SAEIV_BUS;CLASSIQUE;1;CHAUSSEE;33522;2004-07-03T02:00:00+02:00;2004-07-03T02:00:00+02:00
44.833881, -0.580186;"{""coordinates"": [-0.580186, 44.833881], ""type"": ""Point""}";SV_ARRET_P.2071;2071;0;B_REP16_R;3548;B_REP16;2;République;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33063;2001-12-10T01:00:00+01:00;2002-12-13T01:00:00+01:00
44.843021, -0.785575;"{""coordinates"": [-0.785575, 44.843021], ""type"": ""Point""}";SV_ARRET_P.2951;2951;0;B_VER88_R;7235;B_VER88;2;Verdun;BUS;SIG_KEOLIS;CLASSIQUE;0;CHAUSSEE;33273;2014-09-02T02:00:00+02:00;2014-09-02T02:00:00+02:00
44.867419, -0.507021;"{""coordinates"": [-0.507021, 44.867419], ""type"": ""Point""}";SV_ARRET_P.945;945;0;B_KEN63_A;1546;B_KEN63;1;Kennedy;BUS;SAEIV_BUS;CLASSIQUE;0;HS_INTEGRAL;33249;2000-04-26T02:00:00+02:00;2000-04-26T02:00:00+02:00
44.86439, -0.506489;"{""coordinates"": [-0.506489, 44.86439], ""type"": ""Point""}";SV_ARRET_P.2670;2670;0;B_PLA40_R;5853;B_PLA40;2;Plaisance;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33119;2010-02-22T01:00:00+01:00;2010-02-22T01:00:00+01:00
44.81729, -0.680872;"{""coordinates"": [-0.680872, 44.81729], ""type"": ""Point""}";SV_ARRET_P.3230;3230;0;B_CLI39_A;8641;B_CLI39;1;Clinique du Sport;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE_ACCESS;33281;2019-11-04T01:00:00+01:00;2019-11-04T01:00:00+01:00
44.853013, -0.634059;"{""coordinates"": [-0.634059, 44.853013], ""type"": ""Point""}";SV_ARRET_P.2758;2758;0;B_GFAU74;6329;B_GFAU74;1;G. Fauré;BUS;SIG_KEOLIS;CLASSIQUE;0;HS_SEMI_INTEGRE;33063;2010-02-22T01:00:00+01:00;2010-02-22T01:00:00+01:00
44.868201, -0.670663;"{""coordinates"": [-0.670663, 44.868201], ""type"": ""Point""}";SV_ARRET_P.661;661;0;B_BEC52_A;1059;B_BEC52;1;Bechade;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33200;1999-08-27T02:00:00+02:00;2005-11-17T01:00:00+01:00
44.936631, -0.493093;"{""coordinates"": [-0.493093, 44.936631], ""type"": ""Point""}";SV_ARRET_P.1966;1966;0;B_STS92_R;3260;B_STS92;2;Saint-Sever;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33003;2000-10-20T02:00:00+02:00;2015-09-21T02:00:00+02:00
44.803728, -0.618115;"{""coordinates"": [-0.618115, 44.803728], ""type"": ""Point""}";SV_ARRET_P.760;760;0;B_DES84_R;1216;B_DES84;2;Desbats;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE_ACCESS;33318;1999-08-30T02:00:00+02:00;2019-02-06T01:00:00+01:00
44.831142, -0.537177;"{""coordinates"": [-0.537177, 44.831142], ""type"": ""Point""}";SV_ARRET_P.300;300;0;B_ETA06_A;493;B_ETA06;1;Etangs;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33167;2000-01-28T01:00:00+01:00;2000-01-28T01:00:00+01:00
44.771649, -0.540683;"{""coordinates"": [-0.540683, 44.771649], ""type"": ""Point""}";SV_ARRET_P.540;540;0;B_DUL02_A;872;B_DUL02;1;Eglise Saint-Martin;BUS;SAEIV_BUS;CLASSIQUE;1;CHAUSSEE;33550;2019-02-04T01:00:00+01:00;2006-02-27T01:00:00+01:00
44.877909, -0.500452;"{""coordinates"": [-0.500452, 44.877909], ""type"": ""Point""}";SV_ARRET_P.2301;2301;0;B_BRE66_R;4177;B_BRE66;2;Jacques Brel;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33249;2005-08-29T02:00:00+02:00;2005-08-29T02:00:00+02:00
44.791487, -0.633325;"{""coordinates"": [-0.633325, 44.791487], ""type"": ""Point""}";SV_ARRET_P.185;185;0;B_SER44_A;320;B_SER44;1;Serpent;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33318;1999-07-30T02:00:00+02:00;1999-07-30T02:00:00+02:00
44.857851, -0.496084;"{""coordinates"": [-0.496084, 44.857851], ""type"": ""Point""}";SV_ARRET_P.1116;1116;0;B_EGR63_A;1827;B_EGR63;1;Eglise Romane;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33013;2000-04-26T02:00:00+02:00;2008-11-06T01:00:00+01:00
44.864254, -0.524694;"{""coordinates"": [-0.524694, 44.864254], ""type"": ""Point""}";SV_ARRET_P.2512;2512;0;B_BUT67;5563;B_BUT67;1;Buttinière;BUS;SIG_KEOLIS;FICTIF;0;TERMINUS;33249;2026-05-17T02:00:00+02:00;2026-05-17T04:00:16+02:00
44.919087, -0.493585;"{""coordinates"": [-0.493585, 44.919087], ""type"": ""Point""}";SV_ARRET_P.1242;1242;0;B_TIL93_A;2056;B_TIL93;1;Le Tillac;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33003;2000-10-20T02:00:00+02:00;2000-10-20T02:00:00+02:00
44.88162, -0.567614;"{""coordinates"": [-0.567614, 44.88162], ""type"": ""Point""}";SV_ARRET_P.1678;1678;0;B_CCO31_A;2833;B_CCO31;1;Centre Commercial du Lac (Ginko);BUS;SAEIV_BUS;CLASSIQUE;1;HS_INTEGRAL;33063;2015-01-26T01:00:00+01:00;2015-01-26T01:00:00+01:00
44.830037, -0.516401;"{""coordinates"": [-0.516401, 44.830037], ""type"": ""Point""}";SV_ARRET_P.305;305;0;B_CED06_A;504;B_CED06;1;Cèdres;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33167;2000-01-28T01:00:00+01:00;2000-01-28T01:00:00+01:00
44.896498, -0.717912;"{""coordinates"": [-0.717912, 44.896498], ""type"": ""Point""}";SV_ARRET_P.1746;1746;0;B_MSM82_A;2949;B_MSM82;1;Mairie de Saint-Médard;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33449;1999-08-27T02:00:00+02:00;2010-02-22T01:00:00+01:00
44.785681, -0.642695;"{""coordinates"": [-0.642695, 44.785681], ""type"": ""Point""}";SV_ARRET_P.933;933;0;B_ARC44_R;1522;B_ARC44;2;Monnaie de Paris;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE_ACCESS;33318;1999-08-30T02:00:00+02:00;1999-08-30T02:00:00+02:00
44.868344, -0.603661;"{""coordinates"": [-0.603661, 44.868344], ""type"": ""Point""}";SV_ARRET_P.228;228;0;B_LEB56_A;385;B_LEB56;1;Léon Blum;BUS;SIG_KEOLIS;CLASSIQUE;0;CHAUSSEE;33069;1999-09-02T02:00:00+02:00;1999-09-02T02:00:00+02:00
44.793145, -0.617345;"{""coordinates"": [-0.617345, 44.793145], ""type"": ""Point""}";SV_ARRET_P.192;192;0;B_BEC43_A;331;B_BEC43;1;Le B.E.C;BUS;SAEIV_BUS;CLASSIQUE;1;CHAUSSEE;33318;1999-08-10T02:00:00+02:00;1999-08-10T02:00:00+02:00
44.805168, -0.543125;"{""coordinates"": [-0.543125, 44.805168], ""type"": ""Point""}";SV_ARRET_P.473;473;0;B_BIB02_R;756;B_BIB02;2;Bibliothèque;BUS;SAEIV_BUS;CLASSIQUE;0;HS_SEMI_INTEGRE;33039;1999-07-05T02:00:00+02:00;2006-02-28T01:00:00+01:00
44.851982, -0.573624;"{""coordinates"": [-0.573624, 44.851982], ""type"": ""Point""}";SV_ARRET_P.1196;1196;0;B_PDO01_R;1971;B_PDO01;2;Paul Doumer;BUS;SAEIV_BUS;CLASSIQUE;1;CHAUSSEE;33063;1999-08-03T02:00:00+02:00;2007-05-14T02:00:00+02:00
44.895791, -0.509556;"{""coordinates"": [-0.509556, 44.895791], ""type"": ""Point""}";SV_ARRET_P.1310;1310;0;B_AUS95_R;2172;B_AUS95;2;Ausone;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33096;2000-10-20T02:00:00+02:00;2005-06-06T02:00:00+02:00
44.811819, -0.57374;"{""coordinates"": [-0.57374, 44.811819], ""type"": ""Point""}";SV_ARRET_P.535;535;0;B_TAF20_R;862;B_TAF20;2;Taffanel;BUS;SAEIV_BUS;CLASSIQUE;1;CHAUSSEE;33063;1999-08-18T02:00:00+02:00;1999-08-18T02:00:00+02:00
44.804646, -0.58252;"{""coordinates"": [-0.58252, 44.804646], ""type"": ""Point""}";SV_ARRET_P.1832;1832;0;B_LAF40_R;3069;B_LAF40;2;Résidence Coppélia;BUS;SIG_KEOLIS;CLASSIQUE;0;HS_INTEGRAL;33522;2015-03-16T01:00:00+01:00;2015-03-16T01:00:00+01:00
44.798698, -0.663666;"{""coordinates"": [-0.663666, 44.798698], ""type"": ""Point""}";SV_ARRET_P.1639;1639;0;B_ALO46_R;2783;B_ALO46;2;France Alouette;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE_ACCESS;33318;2015-06-22T02:00:00+02:00;2015-06-22T02:00:00+02:00
44.785073, -0.683166;"{""coordinates"": [-0.683166, 44.785073], ""type"": ""Point""}";SV_ARRET_P.791;791;0;B_RAD46_A;1270;B_RAD46;1;Radio;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE_ACCESS;33318;1999-08-30T02:00:00+02:00;2011-08-29T02:00:00+02:00
44.874523, -0.504651;"{""coordinates"": [-0.504651, 44.874523], ""type"": ""Point""}";SV_ARRET_P.822;822;0;B_GPH66_A;1320;B_GPH66;1;Gérard Philipe;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33249;2000-05-03T02:00:00+02:00;2000-05-03T02:00:00+02:00
44.80368, -0.579071;"{""coordinates"": [-0.579071, 44.80368], ""type"": ""Point""}";SV_ARRET_P.3206;3206;0;B_PEL20_R;8463;B_PEL20;2;Peylanne;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33522;2019-01-07T01:00:00+01:00;2019-01-07T01:00:00+01:00
44.811169, -0.650387;"{""coordinates"": [-0.650387, 44.811169], ""type"": ""Point""}";SV_ARRET_P.1599;1599;0;B_MEN48_A;2731;B_MEN48;1;Les Menhirs;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33318;1999-09-01T02:00:00+02:00;1999-09-01T02:00:00+02:00
44.774094, -0.564737;"{""coordinates"": [-0.564737, 44.774094], ""type"": ""Point""}";SV_ARRET_P.3201;3201;0;B_PYR15_R;8431;B_PYR15;2;Pyrénées;BUS;SAEIV_BUS;CLASSIQUE;0;QUAI;33550;2019-02-04T01:00:00+01:00;2019-02-04T01:00:00+01:00
44.815918, -0.634034;"{""coordinates"": [-0.634034, 44.815918], ""type"": ""Point""}";SV_ARRET_P.1931;1931;0;B_BRE48_R;3214;B_BRE48;2;Brémontier;BUS;SIG_KEOLIS;CLASSIQUE;0;CHAUSSEE;33281;1999-11-25T01:00:00+01:00;2018-04-19T02:00:00+02:00
44.833229, -0.529102;"{""coordinates"": [-0.529102, 44.833229], ""type"": ""Point""}";SV_ARRET_P.99;99;0;B_LAF08_R;179;B_LAF08;2;Laffargue;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE_ACCESS;33167;2000-01-28T01:00:00+01:00;2009-06-30T02:00:00+02:00
44.800889, -0.67562;"{""coordinates"": [-0.67562, 44.800889], ""type"": ""Point""}";SV_ARRET_P.480;480;0;B_HLI46_A;772;B_HLI46;1;Haut Livrac;BUS;SAEIV_BUS;CLASSIQUE;1;CHAUSSEE_ACCESS;33318;1999-08-23T02:00:00+02:00;2011-12-23T01:00:00+01:00
44.844726, -0.57282;"{""coordinates"": [-0.57282, 44.844726], ""type"": ""Point""}";SV_ARRET_P.2412;2412;0;B_QMUN03;5315;B_QMUN03;1;Quinconces;BUS;SAEIV_BUS;DELESTAGE;1;CHAUSSEE;33063;2020-10-01T02:00:00+02:00;2007-07-05T02:00:00+02:00
44.801857, -0.538169;"{""coordinates"": [-0.538169, 44.801857], ""type"": ""Point""}";SV_ARRET_P.2809;2809;0;B_BPL43_R;6442;B_BPL43;2;Bègles Plage;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33039;2011-07-09T02:00:00+02:00;2011-07-09T02:00:00+02:00
44.960601, -0.533672;"{""coordinates"": [-0.533672, 44.960601], ""type"": ""Point""}";SV_ARRET_P.559;559;0;B_BOU91_A;903;B_BOU91;1;Le Bousquet;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33434;2000-10-20T02:00:00+02:00;2005-07-21T02:00:00+02:00
44.880945, -0.658667;"{""coordinates"": [-0.658667, 44.880945], ""type"": ""Point""}";SV_ARRET_P.3259;3259;0;B_LAC38_R;8752;B_LAC38;2;La Clide;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33162;2020-03-02T01:00:00+01:00;2020-03-02T01:00:00+01:00
44.870707, -0.66165;"{""coordinates"": [-0.66165, 44.870707], ""type"": ""Point""}";SV_ARRET_P.2237;2237;0;B_MLI52_R;3987;B_MLI52;2;Moulineau;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33200;2004-07-03T02:00:00+02:00;2004-07-03T02:00:00+02:00
44.831041, -0.573786;"{""coordinates"": [-0.573786, 44.831041], ""type"": ""Point""}";SV_ARRET_P.2144;2144;0;B_VIC16_R;3801;B_VIC16;2;Victoire;BUS;SAEIV_BUS;CLASSIQUE;1;CHAUSSEE;33063;2004-07-03T02:00:00+02:00;2023-01-12T01:00:00+01:00
44.809054, -0.66205;"{""coordinates"": [-0.66205, 44.809054], ""type"": ""Point""}";SV_ARRET_P.500;500;0;B_SOC47_A;808;B_SOC47;1;Socrate;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33318;1999-09-01T02:00:00+02:00;1999-09-01T02:00:00+02:00
44.846141, -0.53569;"{""coordinates"": [-0.53569, 44.846141], ""type"": ""Point""}";SV_ARRET_P.258;258;0;B_AFR05_A;424;B_AFR05;1;Anatole France;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33119;1999-07-15T02:00:00+02:00;1999-07-15T02:00:00+02:00
44.811472, -0.650217;"{""coordinates"": [-0.650217, 44.811472], ""type"": ""Point""}";SV_ARRET_P.1694;1694;0;B_MEN48_R;2856;B_MEN48;2;Les Menhirs;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33318;1999-09-01T02:00:00+02:00;1999-09-01T02:00:00+02:00
44.874179, -0.515542;"{""coordinates"": [-0.515542, 44.874179], ""type"": ""Point""}";SV_ARRET_P.257;257;0;B_EFM32_R;423;B_EFM32;2;Esplanade F. Mitterrand;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE_ACCESS;33249;2011-03-28T02:00:00+02:00;2014-04-15T02:00:00+02:00
44.880442, -0.64739;"{""coordinates"": [-0.64739, 44.880442], ""type"": ""Point""}";SV_ARRET_P.2131;2131;0;B_BRE52_R;3678;B_BRE52;2;Breteil;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33162;2004-07-03T02:00:00+02:00;2004-07-03T02:00:00+02:00
44.896958, -0.741251;"{""coordinates"": [-0.741251, 44.896958], ""type"": ""Point""}";SV_ARRET_P.382;382;0;B_MET71_A;623;B_MET71;1;Hastignan Bourg;BUS;SAEIV_BUS;CLASSIQUE;1;CHAUSSEE;33449;2000-05-09T02:00:00+02:00;2000-05-09T02:00:00+02:00
44.885305, -0.654441;"{""coordinates"": [-0.654441, 44.885305], ""type"": ""Point""}";SV_ARRET_P.1711;1711;0;B_MOU55_R;2887;B_MOU55;2;Moussa;BUS;SIG_KEOLIS;CLASSIQUE;0;CHAUSSEE;33162;1999-09-02T02:00:00+02:00;1999-09-02T02:00:00+02:00
44.886812, -0.741424;"{""coordinates"": [-0.741424, 44.886812], ""type"": ""Point""}";SV_ARRET_P.872;872;0;B_CET71_R;1411;B_CET71;2;Cerema;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE_ACCESS;33449;2015-01-26T01:00:00+01:00;2005-09-01T02:00:00+02:00
44.91187, -0.723968;"{""coordinates"": [-0.723968, 44.91187], ""type"": ""Point""}";SV_ARRET_P.2157;2157;0;B_EGS03_R;3827;B_EGS03;2;Eglise de Saint-Aubin;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE_ACCESS;33376;2014-07-07T02:00:00+02:00;2016-02-22T01:00:00+01:00
44.798873, -0.541854;"{""coordinates"": [-0.541854, 44.798873], ""type"": ""Point""}";SV_ARRET_P.2570;2570;0;B_MEN34_A;5686;B_MEN34;1;Mendès France;BUS;SAEIV_BUS;CLASSIQUE;0;CHAUSSEE;33039;2010-02-22T01:00:00+01:00;2010-02-22T01:00:00+01:00
44.757749, -0.625162;"{""coordinates"": [-0.625162, 44.757749], ""type"": ""Point""}";SV_ARRET_P.982;982;0;B_TBEAUS;1616;B_TBEAUS;1;Beausoleil;BUS;SAEIV_BUS;CLASSIQUE;1;TERMINUS_ACCESS;33192;1999-08-10T02:00:00+02:00;2000-01-10T01:00:00+01:00
